人數	人數	rénshù	/number of people/
人物	人物	rénwù	/person/
忍	忍	rěn	/to bear/
忍耐	忍耐	rěnnài	/to endure/
認得	認得	rènde	/to recognize/
任務	任務	rènwù	/mission/
扔	扔	rēng	/to throw/
仍	仍	réng	/still/
仍然	仍然	réngrán	/still/
日出	日出	rìchū	/sunrise/
日記	日記	rìjì	/diary/
日子	日子	rìzi	/day/
如此	如此	rúcǐ	/in this way/
如下	如下	rúxià	/as follows/
如意	如意	rúyì	/as one wants/
弱	弱	ruò	/weak/
傘	傘	sǎn	/umbrella/
殺	殺	shā	/to kill/
晒	晒	shài	/(of the sun) to shine on/
山區	山區	shānqū	/mountain area/
傷害	傷害	shānghài	/to injure/
商品	商品	shāngpǐn	/commodity/
商人	商人	shāngrén	/merchant/
商業	商業	shāngyè	/business/
上當	上當	shàngdàng	/taken in (by sb's deceit)/
上帝	上帝	shàngdì	/God/
上街	上街	shàngjiē	/to go onto the streets/
上衣	上衣	shàngyī	/jacket/
蛇	蛇	shé	/snake/
設備	設備	shèbèi	/equipment/
設計	設計	shèjì	/plan/
深	深	shēn	/deep/
深入	深入	shēnrù	/to penetrate deeply/
身邊	身邊	shēnbiān	/at one's side/
身高	身高	shēngāo	/(a person's) height/
身上	身上	shēnshàng	/on the body/
甚至	甚至	shènzhì	/even/
升	升	shēng	/variant of 升[sheng1]/
聲調	聲調	shēngdiào	/tone/
生產	生產	shēngchǎn	/to produce/
生動	生動	shēngdòng	/vivid/
生命	生命	shēngmìng	/life (as the characteristic of living beings)/
生意	生意	shēngyì	/life force/
生字	生字	shēngzì	/new character (in textbook)/
省	省	shěng	/to save/
省錢	省錢	shěngqián	/to save money/
剩	剩	shèng	/to remain/
剩下	剩下	shèngxia	/to remain/
濕	濕	shī	/moist/
失戀	失戀	shīliàn	/to lose one's love/
失去	失去	shīqù	/to lose/
獅子	獅子	shīzi	/Leo (star sign)/
十分	十分	shífēn	/very/
石頭	石頭	shítou	/stone/
石油	石油	shíyóu	/oil/
時代	時代	shídài	/Time, US weekly news magazine/
時刻	時刻	shíkè	/time/
實話	實話	shíhuà	/truth/
實際	實際	shíjì	/reality/
實力	實力	shílì	/strength/
實行	實行	shíxíng	/to implement/
實在	實在	shízài	/really/
使得	使得	shǐde	/usable/
使用	使用	shǐyòng	/to use/
事實	事實	shìshí	/fact/
事業	事業	shìyè	/undertaking/
適應	適應	shìyìng	/to adapt/
市長	市長	shìzhǎng	/mayor/
收穫	收穫	shōuhuò	/to harvest/
收音機	收音機	shōuyīnjī	/radio/
首	首	shǒu	/head/
手套	手套	shǒutào	/glove/
手續	手續	shǒuxù	/procedure/
受得了	受得了	shòudeliao	//
書包	書包	shūbāo	/schoolbag/
書架	書架	shūjià	/bookshelf/
蔬菜	蔬菜	shūcài	/vegetables/
舒適	舒適	shūshì	/cozy/
叔叔	叔叔	shúshu	/father's younger brother/
熟悉	熟悉	shoúxī	/to be familiar with/
數字	數字	shùzì	/numeral/
樹木	樹木	shùmù	/tree/
刷牙	刷牙	shuāyá	/to brush one's teeth/
帥	帥	shuài	/handsome/
水餃	水餃	shuǐjiǎo	/boiled dumpling/
水平	水平	shuǐpíng	/level (of achievement etc)/
水準	水準	shuǐzhǔn	/level (of achievement etc)/
睡著	睡著	shuìzháo	/to fall asleep/
順便	順便	shùnbiàn	/conveniently/
順利	順利	shùnlì	/smoothly/
說法	說法	shuōfǎ	/to expound Buddhist teachings/
說明	說明	shuōmíng	/to explain/
說起來	說起來	shuōqilai	//
思考	思考	sīkǎo	/to reflect on/
思想	思想	sīxiǎng	/thought/
似乎	似乎	sìhū	/apparently/
寺廟	寺廟	sìmiào	/temple/
速度	速度	sùdù	/speed/
算了	算了	suànle	/let it be/
隨便	隨便	suíbiàn	/as one wishes/
隨時	隨時	suíshí	/at any time/
所謂	所謂	suǒwèi	/so-called/
它	它	tā	/it/
它們	它們	tāmen	/they (for inanimate objects)/
抬	抬	tái	/to lift/
颱風	颱風	táifēng	/hurricane/
態度	態度	tàidù	/manner/
談話	談話	tánhuà	/talk/
討厭	討厭	tǎoyàn	/to dislike/
特地	特地	tèdì	/specially/
特色	特色	tèsè	/characteristic/
特殊	特殊	tèshū	/special/
提	提	tí	/to carry (hanging down from the hand)/
提到	提到	tídào	/to mention/
提高	提高	tígāo	/to raise/
提供	提供	tígōng	/to offer/
題材	題材	tícái	/subject matter/
題目	題目	tímù	/subject/
體會	體會	tǐhuì	/to know from experience/
體力	體力	tǐlì	/physical strength/
體貼	體貼	tǐtiē	/considerate (of other people's needs)/
體重	體重	tǐzhòng	/body weight/
天堂	天堂	tiāntáng	/paradise/
天天	天天	tiāntiān	/every day/
天下	天下	tiānxià	/land under heaven/
田	田	tián	/field/
填	填	tián	/to fill or stuff/
甜點	甜點	tiándiǎn	/dessert/
條件	條件	tiáojiàn	/condition/
挑戰	挑戰	tiǎozhàn	/to challenge/
鐵路	鐵路	tiělù	/railroad/
聽見	聽見	tīngjiàn	/to hear/
聽力	聽力	tīnglì	/hearing/
聽起來	聽起來	tīngqǐlái	/to sound like/
聽眾	聽眾	tīngzhòng	/audience/
挺	挺	tǐng	/straight/
通過	通過	tōngguò	/by means of/
同情	同情	tóngqíng	/to sympathize with/
同時	同時	tóngshí	/at the same time/
同樣	同樣	tóngyàng	/same/
痛苦	痛苦	tòngkǔ	/pain/
投	投	tóu	/to cast/
投資	投資	tóuzī	/investment/
頭痛	頭痛	tóutòng	/to have a headache/
突然	突然	túrán	/sudden/
土	土	tǔ	/Tu (ethnic group)/
土地	土地	tǔdì	/land/
兔子	兔子	tùzi	/hare/
團體	團體	tuántǐ	/group/
團圓	團圓	tuányuán	/to have a reunion/
推	推	tuī	/to push/
推薦	推薦	tuījiàn	/to recommend/
推銷	推銷	tuīxiāo	/to market/
退步	退步	tuìbù	/to do less well than before/
退休	退休	tuìxiū	/to retire/
脫	脫	tuō	/to shed/
娃娃	娃娃	wáwa	/baby/
外邊	外邊	wàibiān	/outside/
外公	外公	wàigōng	/(coll.) mother's father/
外婆	外婆	wàipó	/(coll.) mother's mother/
外文	外文	wàiwén	/foreign language (written)/
外語	外語	wàiyǔ	/foreign language/
完成	完成	wánchéng	/to complete/
完全	完全	wánquán	/complete/
玩具	玩具	wánjù	/plaything/
萬一	萬一	wànyī	/just in case/
網路	網路	wǎnglù	/network (computer, telecom)/
往往	往往	wǎngwǎng	/usually/
忘記	忘記	wàngjì	/to forget/
維持	維持	wéichí	/to keep/
微笑	微笑	wéixiào	/smile/
為主	為主	wéizhǔ	/to rely mainly on/
偉大	偉大	wěidà	/huge/
未來	未來	wèilái	/future/
位置	位置	wèizhì	/position/
位子	位子	wèizi	/place/
溫柔	溫柔	wēnróu	/gentle and soft/
文件	文件	wénjiàn	/document/
文學	文學	wénxué	/literature/
文字	文字	wénzì	/character/
穩定	穩定	wěndìng	/steady/
問好	問好	wènhǎo	/to say hello to/
問候	問候	wènhòu	/to give one's respects/
握手	握手	wòshǒu	/to shake hands/
屋子	屋子	wūzi	/house/
無法	無法	wúfǎ	/unable/
無論如何	無論如何	wúlùnrúhé	/whatever the case/
無窮	無窮	wúqióng	/endless/
無所謂	無所謂	wúsuǒwèi	/to be indifferent/
誤會	誤會	wùhuì	/to misunderstand/
物價	物價	wùjià	/(commodity) prices/
西北	西北	xīběi	/Northwest China (Shaanxi, Gansu, Qinghai, Ningxia, Xinjiang)/
西餐	西餐	xīcān	/Western-style food/
西方	西方	xīfāng	/the West/
西南	西南	xīnán	/southwest/
吸毒	吸毒	xīdú	/to take drugs/
吸收	吸收	xīshōu	/to absorb/
吸引	吸引	xīyǐn	/to attract (interest, investment etc)/
犧牲	犧牲	xīshēng	/to sacrifice one's life/
喜愛	喜愛	xǐài	/to like/
細	細	xì	/thin or slender/
細心	細心	xìxīn	/careful/
戲	戲	xì	/trick/
戲劇	戲劇	xìjù	/drama/
系統	系統	xìtǒng	/system/
下來	下來	xiàlai	/to come down/
嚇	嚇	xià	/to scare/
嚇一跳	嚇一跳	xiàyítiào	/startled/
線	線	xiàn	/thread/
現代	現代	xiàndài	/Hyundai, South Korean company/
現實	現實	xiànshí	/reality/
現象	現象	xiànxiàng	/appearance/
限制	限制	xiànzhì	/to restrict/
相當	相當	xiāngdāng	/equivalent to/
相對	相對	xiāngduì	/relatively/
相反	相反	xiāngfǎn	/opposite/
相關	相關	xiāngguān	/related/
相同	相同	xiāngtóng	/identical/
箱子	箱子	xiāngzi	/suitcase/
香水	香水	xiāngshuǐ	/perfume/
詳細	詳細	xiángxì	/detailed/
想到	想到	xiǎngdào	/to think of/
想法	想法	xiǎngfǎ	/way of thinking/
想像	想像	xiǎngxiàng	/to imagine/
項	項	xiàng	/back of neck/
相機	相機	xiàngjī	/at the opportune moment/
相聲	相聲	xiàngshēng	/comic dialogue/
小吃	小吃	xiǎochī	/snack/
小朋友	小朋友	xiǎopéngyǒu	/child/
小組	小組	xiǎozǔ	/group/
效果	效果	xiàoguǒ	/result/
笑話	笑話	xiàohuà	/joke/
孝順	孝順	xiàoshùn	/filial piety/
協助	協助	xiézhù	/to provide assistance/
心得	心得	xīndé	/what one has learned (through experience, reading etc)/
心理	心理	xīnlǐ	/mental/
心意	心意	xīnyì	/regard/
欣賞	欣賞	xīnshǎng	/to appreciate/
新生	新生	xīnshēng	/new/
信箱	信箱	xìnxiāng	/mailbox/
信心	信心	xìnxīn	/confidence/
興奮	興奮	xīngfèn	/excited/
行動	行動	xíngdòng	/operation/
行為	行為	xíngwéi	/action/
形容	形容	xíngróng	/to describe/
醒	醒	xǐng	/to wake up/
醒來	醒來	xǐnglái	/to waken/
性別	性別	xìngbié	/gender/
性格	性格	xìnggé	/nature/
幸好	幸好	xìnghǎo	/fortunately/
幸虧	幸虧	xìngkuī	/fortunately/
幸運	幸運	xìngyùn	/fortunate/
兇	兇	xiōng	/terrible/
兄弟	兄弟	xiōngdì	/brothers/
熊貓	熊貓	xióngmāo	/panda/
修	修	xiū	/dried meat/
修改	修改	xiūgǎi	/to amend/
修理	修理	xiūlǐ	/to repair/
需求	需求	xūqiú	/requirement/
選	選	xuǎn	/to choose/
選舉	選舉	xuǎnjǔ	/to elect/
選擇	選擇	xuǎnzé	/to select/
學會	學會	xuéhuì	/to learn/
學問	學問	xuéwèn	/learning/
尋找	尋找	xúnzhǎo	/to seek/
訓練	訓練	xùnliàn	/to train/
呀	呀	yā	/(particle equivalent to 啊 after a vowel, expressing surprise or doubt)/
鴨	鴨	yā	/duck/
押金	押金	yājīn	/deposit/
牙齒	牙齒	yáchǐ	/tooth/
煙火	煙火	yānhuǒ	/smoke and fire/
研究	研究	yánjiù	/research/
嚴重	嚴重	yánzhòng	/grave/
演出	演出	yǎnchū	/to act (in a play)/
演講	演講	yǎnjiǎng	/lecture/
演員	演員	yǎnyuán	/actor or actress/
眼光	眼光	yǎnguāng	/gaze/
眼淚	眼淚	yǎnlèi	/tears/
陽光	陽光	yángguāng	/sunshine/
樣樣	樣樣	yàngyàng	/all kinds/
邀請	邀請	yāoqǐng	/to invite/
要求	要求	yāoqiú	/to request/
咬	咬	yǎo	/variant of 咬[yao3]/
要不然	要不然	yàobùrán	/otherwise/
要不是	要不是	yàobúshì	/if it were not for/
要緊	要緊	yàojǐn	/important/
野餐	野餐	yěcān	/picnic/
也好	也好	yěhǎo	//
頁	頁	yè	/page/
夜裡	夜裡	yèli	/during the night/
夜市	夜市	yèshì	/night market/
一下子	一下子	yīxiàzi	/in a short while/
衣櫃	衣櫃	yīguì	/wardrobe/
依靠	依靠	yīkào	/to rely on sth (for support etc)/
一塊	一塊	yīkuài	/one block/
一切	一切	yīqiè	/everything/
一向	一向	yīxiàng	/always (previously)/
以來	以來	yǐlái	/since (a previous event)/
以免	以免	yǐmiǎn	/in order to avoid/
以內	以內	yǐnèi	/within/
以上	以上	yǐshàng	/that level or higher/
以外	以外	yǐwài	/apart from/
以為	以為	yǐwéi	/to think (i.e. to take it to be true that ...) (Usually there is an implication that the notion is mistaken – except when expressing one's own current opinion.)/
以下	以下	yǐxià	/that level or lower/
一般來說	一般來說	yìbānláishuō	/generally speaking/
一方面	一方面	yìfāngmiàn	/on the one hand/
一連	一連	yìlián	/in a row/
一生	一生	yìshēng	/all one's life/
一時	一時	yìshí	/a period of time/
一同	一同	yìtóng	/along/
意見	意見	yìjiàn	/idea/
意外	意外	yìwài	/unexpected/
意義	意義	yìyì	/sense/
陰	陰	yīn	/overcast (weather)/
因此	因此	yīncǐ	/thus/
音響	音響	yīnxiǎng	/sound/
引起	引起	yǐnqǐ	/to give rise to/
英俊	英俊	yīngjùn	/handsome/
營養	營養	yíngyǎng	/nutrition/
影片	影片	yǐngpiàn	/film/
擁有	擁有	yǒngyǒu	/to have/
用法	用法	yòngfǎ	/usage/
用功	用功	yònggōng	/diligent/
用品	用品	yòngpǐn	/articles for use/
優點	優點	yōudiǎn	/merit/
優秀	優秀	yōuxiù	/outstanding/
幽默	幽默	yōumò	/(loanword) humor/
郵票	郵票	yóupiào	/(postage) stamp/
尤其	尤其	yóuqí	/especially/
遊客	遊客	yóukè	/traveler/
游泳池	游泳池	yóuyǒngchí	/swimming pool/
由於	由於	yóuyú	/due to/
有點兒	有點兒	yǒudiǎnr	/slightly/
有的	有的	yǒude	/(there are) some (who are...)/
有名	有名	yǒumíng	/famous/
有錢	有錢	yǒuqián	/well-off/
有效	有效	yǒuxiào	/effective/
有意思	有意思	yǒuyìsi	/interesting/
友誼	友誼	yǒuyì	/companionship/
於是	於是	yúshì	/thereupon/
與	與	yǔ	/and/
玉	玉	yù	/jade/
玉米	玉米	yùmi	/corn/
預備	預備	yùbèi	/to prepare/
預習	預習	yùxí	/to prepare a lesson/
遇到	遇到	yùdào	/to meet/
員工	員工	yuángōng	/staff/
原諒	原諒	yuánliàng	/to excuse/
原因	原因	yuányīn	/cause/
願望	願望	yuànwàng	/desire/
院子	院子	yuànzi	/courtyard/
約會	約會	yuēhuì	/appointment/
越	越	yuè	/generic word for peoples or states of south China or south Asia at different historical periods/
月餅	月餅	yuèbǐng	/mooncake (esp. for the Mid-Autumn Festival)/
閱讀	閱讀	yuèdú	/to read/
樂團	樂團	yuètuán	/band/
運氣	運氣	yùnqì	/luck (good or bad)/
在意	在意	zàiyì	/to care about/
在於	在於	zàiyú	/to be in/
早日	早日	zǎorì	/soon/
早晚	早晚	zǎowǎn	/morning and evening/
造成	造成	zàochéng	/to bring about/
噪音	噪音	zàoyīn	/rumble/
責任	責任	zérèn	/responsibility/
增加	增加	zēngjiā	/to raise/
炸	炸	zhà	/to deep fry/
摘	摘	zhāi	/to take/
暫時	暫時	zhànshí	/temporary/
戰爭	戰爭	zhànzhēng	/war/
長大	長大	zhǎngdà	/to grow up/
掌握	掌握	zhǎngwò	/to grasp (often fig.)/
障礙	障礙	zhàngài	/barrier/
招待	招待	zhāodài	/to receive (guests)/
招牌	招牌	zhāopái	/signboard/
找錢	找錢	zhǎoqián	/to give change/
哲學	哲學	zhéxué	/philosophy/
這裏	這裏	zhèlǐ	/variant of 這裡|这里[zhe4 li3]/
這下子	這下子	zhèxiàzi	/this time/
這樣	這樣	zhèyàng	/this kind of/
這樣子	這樣子	zhèyàngzi	/so/
真的	真的	zhēnde	//
真理	真理	zhēnlǐ	/truth/
真實	真實	zhēnshí	/true/
真是	真是	zhēnshì	/indeed/
真心	真心	zhēnxīn	/sincere/
真正	真正	zhēnzhèng	/genuine/
珍貴	珍貴	zhēnguì	/precious/
整	整	zhěng	/exactly/
整理	整理	zhěnglǐ	/to arrange/
整齊	整齊	zhěngqí	/orderly/
正常	正常	zhèngcháng	/regular/
正確	正確	zhèngquè	/correct/
正式	正式	zhèngshì	/formal/
證明	證明	zhèngmíng	/proof/
證書	證書	zhèngshū	/credentials/
支	支	zhī	/to support/
知識	知識	zhīshì	/knowledge/
之後	之後	zhīhòu	/afterwards/
之間	之間	zhījiān	/between/
之前	之前	zhīqián	/before/
直到	直到	zhídào	/until/
值得	值得	zhíde	/to be worth/
殖民地	殖民地	zhímíndì	/colony/
植物	植物	zhíwù	/plant/
職員	職員	zhíyuán	/office worker/
只是	只是	zhǐshì	/merely/
只要	只要	zhǐyào	/if only/
只有	只有	zhǐyǒu	//
制度	制度	zhìdù	/system (e.g. political, adminstrative etc)/
智慧	智慧	zhìhuì	/wisdom/
至少	至少	zhìshǎo	/at least/
至於	至於	zhìyú	/as for/
中部	中部	zhōngbù	/middle part/
中餐	中餐	zhōngcān	/Chinese meal/
終於	終於	zhōngyú	/at last/
重點	重點	zhòngdiǎn	/to recount (e.g. results of election)/
重視	重視	zhòngshì	/to attach importance to sth/
周圍	周圍	zhōuwéi	/surroundings/
主動	主動	zhǔdòng	/to take the initiative/
主婦	主婦	zhǔfù	/housewife/
主管	主管	zhǔguǎn	/in charge/
主人	主人	zhǔrén	/master/
主任	主任	zhǔrèn	/director/
主題	主題	zhǔtí	/theme/
主要	主要	zhǔyào	/main/
主意	主意	zhǔyì	/plan/
祝福	祝福	zhùfú	/blessings/
助理	助理	zhùlǐ	/assistant/
著名	著名	zhùmíng	/famous/
抓	抓	zhuā	/to grab/
專心	專心	zhuānxīn	/to concentrate/
專業	專業	zhuānyè	/specialty/
狀態	狀態	zhuàngtài	/state of affairs/
追求	追求	zhuīqiú	/to pursue (a goal etc) stubbornly/
準時	準時	zhǔnshí	/on time/
資料	資料	zīliào	/material/
資源	資源	zīyuán	/natural resource (such as water or minerals)/
仔細	仔細	zǐxì	/careful/
自從	自從	zìcóng	/since (a time)/
自動	自動	zìdòng	/automatic/
自然	自然	zìrán	/nature/
自殺	自殺	zìshā	/to kill oneself/
自信	自信	zìxìn	/to have confidence in oneself/
自由	自由	zìyóu	/freedom/
自在	自在	zìzài	/free/
宗教	宗教	zōngjiào	/religion/
總而言之	總而言之	zǒngéryánzhī	/in short/
總算	總算	zǒngsuàn	/at long last/
總統	總統	zǒngtǒng	/president (of a country)/
總之	總之	zǒngzhī	/in a word/
走走	走走	zǒuzou	//
祖父	祖父	zǔfù	/father's father/
祖母	祖母	zǔmǔ	/father's mother/
祖先	祖先	zǔxiān	/ancestor/
醉	醉	zuì	/intoxicated/
最初	最初	zuìchū	/first/
最多	最多	zuìduō	/at most/
最好	最好	zuìhǎo	/best/
最佳	最佳	zuìjiā	/optimum/
尊敬	尊敬	zūnjìng	/to respect/
作品	作品	zuòpǐn	/work (of art)/
作者	作者	zuòzhě	/author/
做夢	做夢	zuòmèng	/to dream/
做人	做人	zuòrén	/to conduct oneself/
做事	做事	zuòshì	/to work/
